Date,Open,High,Low,Close,Adj Close,Volume
2007-03-01,null,null,null,null,null,null
2007-04-01,32.610001,33.029999,31.860001,32.630001,18.148766,0
2007-05-01,32.730000,33.520000,32.730000,33.240002,19.072369,0
2007-06-01,33.459999,33.459999,32.220001,32.220001,18.487114,0
2007-07-01,32.590000,32.720001,29.770000,29.770000,17.081358,0
2007-08-01,29.850000,31.709999,28.680000,31.020000,17.798580,0
2007-09-01,31.160000,32.189999,30.090000,30.969999,17.769892,0
2007-10-01,31.670000,32.400002,29.150000,29.799999,17.098572,0
2007-11-01,28.490000,28.799999,25.290001,27.740000,15.916593,0
2007-12-01,27.389999,28.240000,24.160000,24.480000,14.046078,0
2008-01-01,23.879999,25.049999,21.209999,25.049999,15.249469,0
2008-02-01,25.340000,25.340000,22.240000,22.240000,13.538849,0
2008-03-01,21.930000,23.629999,20.360001,21.959999,13.368396,0
2008-04-01,23.250000,23.250000,20.750000,22.690001,13.812794,0
2008-05-01,23.570000,23.570000,21.480000,21.639999,13.258348,0
2008-06-01,21.350000,21.350000,17.270000,17.270000,10.580948,0
2008-07-01,17.510000,19.440001,13.970000,18.900000,11.579614,0
2008-08-01,19.320000,20.120001,18.080000,19.240000,11.787927,0
2008-09-01,19.750000,22.680000,16.860001,18.870001,11.561233,0
2008-10-01,19.670000,19.670000,14.450000,17.980000,11.015950,0
2008-11-01,17.969999,18.740000,12.320000,15.450000,9.465874,0
2008-12-01,12.940000,16.240000,12.940000,14.760000,9.043128,0
2009-01-01,14.940000,14.940000,9.200000,10.640000,6.721105,0
2009-02-01,10.710000,11.300000,8.230000,9.040000,5.710412,0
2009-03-01,8.480000,10.890000,7.090000,9.840000,6.215759,0
2009-04-01,10.090000,12.140000,9.930000,11.370000,7.182232,0
2009-05-01,11.170000,14.470000,11.170000,12.930000,8.279544,0
2009-06-01,12.920000,13.250000,12.020000,12.600000,8.068233,0
2009-07-01,12.530000,13.510000,11.830000,13.510000,8.650939,0
2009-08-01,14.020000,15.320000,14.020000,15.250000,9.765122,0
2009-09-01,14.550000,16.090000,14.230000,15.540000,9.950821,0
2009-10-01,14.820000,16.379999,14.720000,14.720000,9.425745,0
2009-11-01,14.820000,15.580000,14.500000,15.470000,9.905997,0
2009-12-01,15.490000,15.490000,14.760000,15.250000,9.765122,0
2010-01-01,15.540000,16.820000,15.540000,16.379999,10.524088,0
2010-02-01,16.520000,16.690001,15.560000,16.629999,10.684713,0
2010-03-01,16.580000,18.299999,16.580000,18.209999,11.699857,0
2010-04-01,18.330000,20.280001,18.330000,19.610001,12.599354,0
2010-05-01,19.889999,19.889999,17.270000,17.670000,11.386134,0
2010-06-01,17.170000,17.770000,15.980000,15.980000,10.297136,0
2010-07-01,15.820000,17.440001,15.520000,16.930000,10.909295,0
2010-08-01,17.360001,17.360001,14.670000,14.800000,9.536772,0
2010-09-01,15.440000,16.350000,15.390000,16.000000,10.310024,0
2010-10-01,16.070000,16.490000,15.780000,16.020000,10.322912,0
2010-11-01,15.840000,17.209999,15.840000,15.990000,10.303579,0
2010-12-01,16.379999,18.620001,16.379999,18.510000,11.927410,0
2011-01-01,18.889999,19.250000,18.530001,18.730000,12.069172,0
2011-02-01,19.180000,19.650000,18.670000,18.920000,12.191605,0
2011-03-01,18.540001,18.930000,18.010000,18.559999,11.959629,0
2011-04-01,18.760000,19.000000,17.959999,18.440001,11.882304,0
2011-05-01,18.379999,18.469999,17.510000,18.030001,11.618109,0
2011-06-01,17.309999,17.530001,16.650000,17.530001,11.295921,0
2011-07-01,17.840000,17.940001,16.820000,17.080000,11.005952,0
2011-08-01,17.030001,17.030001,13.370000,15.070000,9.710753,0
2011-09-01,14.630000,14.760000,13.330000,13.660000,8.802184,0
2011-10-01,13.080000,16.120001,13.080000,15.510000,9.994278,0
2011-11-01,14.840000,16.030001,14.060000,15.500000,9.987836,0
2011-12-01,15.360000,16.129999,14.940000,15.970000,10.290693,0
2012-01-01,16.410000,17.360001,16.410000,16.980000,10.994657,0
2012-02-01,17.299999,18.080000,17.299999,17.830000,11.545037,0
2012-03-01,17.959999,19.250000,17.230000,19.030001,12.322043,0
2012-04-01,19.170000,19.170000,18.160000,18.920000,12.250818,0
2012-05-01,19.030001,19.030001,17.610001,18.030001,11.684509,0
2012-06-01,17.200001,18.660000,16.940001,18.660000,12.092786,0
2012-07-01,18.809999,19.100000,18.459999,18.799999,12.183513,0
2012-08-01,18.700001,19.350000,18.559999,19.260000,12.481621,0
2012-09-01,19.320000,20.450001,19.260000,19.840000,12.857495,0
2012-10-01,19.840000,20.340000,19.370001,19.459999,12.611234,0
2012-11-01,19.670000,19.730000,18.389999,19.129999,12.397372,0
2012-12-01,19.059999,19.770000,18.920000,19.309999,12.514023,0
2013-01-01,19.870001,20.379999,19.870001,20.330000,13.326034,0
2013-02-01,20.570000,20.879999,20.250000,20.580000,13.489905,0
2013-03-01,20.660000,21.500000,20.660000,21.309999,13.968409,0
2013-04-01,21.150000,21.360001,20.299999,21.180000,13.883196,0
2013-05-01,20.870001,22.770000,20.870001,22.440001,14.735385,0
2013-06-01,22.520000,22.900000,22.059999,22.830000,14.991479,0
2013-07-01,23.100000,24.629999,23.100000,24.360001,15.996167,0
2013-08-01,24.820000,24.830000,23.379999,23.379999,15.352642,0
2013-09-01,23.459999,24.520000,23.459999,23.980000,15.746634,0
2013-10-01,24.200001,25.290001,23.530001,24.920000,16.363894,0
2013-11-01,24.870001,26.290001,24.709999,26.240000,17.230680,0
2013-12-01,26.129999,26.450001,25.750000,26.170000,17.184717,0
2014-01-01,25.920000,26.590000,25.320000,25.320000,17.070614,0
2014-02-01,24.660000,26.100000,24.660000,26.100000,17.596483,0
2014-03-01,25.850000,27.420000,25.850000,27.219999,18.351582,0
2014-04-01,27.469999,27.510000,24.990000,25.200001,16.989710,0
