Date,Open,High,Low,Close,Adj Close,Volume
2007-03-01,null,null,null,null,null,null
2007-04-01,56.259998,59.669998,56.259998,58.430000,27.546453,0
2007-05-01,58.349998,61.259998,58.349998,61.259998,28.880642,0
2007-06-01,61.610001,62.040001,59.709999,61.150002,28.828781,0
2007-07-01,62.080002,64.430000,60.869999,60.869999,28.696775,0
2007-08-01,60.919998,62.630001,57.639999,62.049999,29.253080,0
2007-09-01,63.080002,68.690002,61.840000,68.690002,32.383469,0
2007-10-01,69.970001,74.699997,68.779999,74.699997,35.216843,0
2007-11-01,72.959999,74.570000,67.989998,72.370003,34.118385,0
2007-12-01,72.059998,75.599998,70.680000,74.099998,34.933979,0
2008-01-01,73.849998,74.440002,65.290001,68.570000,32.392151,0
2008-02-01,69.059998,71.300003,65.730003,69.830002,32.987373,0
2008-03-01,69.449997,71.120003,65.639999,69.660004,32.907066,0
2008-04-01,71.779999,77.610001,71.559998,76.339996,36.062664,0
2008-05-01,77.070000,81.059998,77.070000,79.550003,37.579056,0
2008-06-01,79.400002,80.699997,75.059998,75.190002,35.519413,0
2008-07-01,75.610001,75.610001,70.129997,71.500000,33.776272,0
2008-08-01,70.580002,71.089996,68.459999,68.989998,32.590557,0
2008-09-01,67.360001,67.360001,52.900002,55.639999,26.284081,0
2008-10-01,54.990002,54.990002,40.259998,46.290001,21.867182,0
2008-11-01,46.580002,48.220001,35.610001,41.029999,19.382383,0
2008-12-01,37.869999,42.990002,37.869999,42.990002,20.308281,0
2009-01-01,44.189999,44.349998,39.680000,42.610001,20.133265,0
2009-02-01,42.650002,45.410000,39.480000,39.480000,18.654333,0
2009-03-01,37.650002,44.490002,36.669998,43.070000,20.350615,0
2009-04-01,43.509998,48.080002,43.509998,48.080002,22.717842,0
2009-05-01,48.169998,51.330002,48.169998,51.330002,24.253473,0
2009-06-01,52.310001,52.869999,49.880001,51.660000,24.409397,0
2009-07-01,51.939999,56.430000,49.490002,56.430000,26.663225,0
2009-08-01,57.230000,57.380001,54.509998,56.570000,26.729376,0
2009-09-01,55.599998,60.080002,55.599998,58.610001,27.693281,0
2009-10-01,57.310001,61.380001,57.000000,57.000000,26.932550,0
2009-11-01,57.070000,60.630001,57.070000,59.419998,28.076006,0
