Date,Open,High,Low,Close,Adj Close,Volume
2007-03-01,null,null,null,null,null,null
2007-04-01,38.130001,40.180000,38.130001,39.779999,23.634851,0
2007-05-01,39.849998,41.590000,39.849998,41.570000,24.698355,0
2007-06-01,41.779999,41.849998,40.200001,40.419998,24.015089,0
2007-07-01,41.009998,41.709999,38.250000,38.250000,22.778505,0
2007-08-01,38.470001,39.119999,36.849998,38.490002,22.921432,0
2007-09-01,38.950001,39.820000,37.820000,39.599998,23.582455,0
2007-10-01,40.160000,40.639999,38.900002,39.950001,23.838242,0
2007-11-01,38.919998,38.919998,36.040001,38.080002,22.722389,0
2007-12-01,37.849998,38.880001,31.809999,32.040001,19.118319,0
2008-01-01,31.600000,31.600000,28.610001,30.270000,21.053665,0
2008-02-01,30.680000,30.680000,29.270000,29.270000,20.358135,0
2008-03-01,29.230000,29.530001,27.840000,28.660000,19.933867,0
2008-04-01,29.700001,30.350000,28.790001,30.110001,21.011984,0
2008-05-01,30.670000,31.450001,30.370001,30.879999,21.549316,0
2008-06-01,30.580000,30.879999,27.969999,27.969999,19.518597,0
2008-07-01,28.030001,28.080000,26.709999,27.750000,19.440531,0
2008-08-01,27.650000,28.559999,27.469999,28.209999,19.762793,0
2008-09-01,28.250000,28.389999,24.370001,25.730000,18.025410,0
2008-10-01,25.590000,25.590000,18.530001,21.160000,14.882478,0
2008-11-01,21.120001,21.940001,16.219999,19.530001,13.736050,0
2008-12-01,17.790001,19.920000,17.790001,19.830000,13.947045,0
2009-01-01,20.360001,20.450001,17.650000,18.139999,12.839484,0
2009-02-01,18.139999,18.940001,15.980000,15.980000,11.310644,0
2009-03-01,15.250000,17.820000,14.650000,17.020000,12.046755,0
2009-04-01,17.309999,18.629999,17.309999,18.590000,13.259385,0
2009-05-01,18.600000,19.969999,18.600000,19.430000,13.858524,0
2009-06-01,19.889999,20.129999,19.010000,19.459999,13.879921,0
2009-07-01,19.530001,20.860001,18.600000,20.860001,14.941523,0
2009-08-01,21.180000,22.070000,20.910000,21.879999,15.672124,0
2009-09-01,21.330000,22.930000,21.219999,22.459999,16.087563,0
2009-10-01,21.889999,23.440001,21.799999,22.070000,15.852370,0
2009-11-01,22.180000,23.719999,22.180000,23.440001,16.836416,0
2009-12-01,23.690001,23.969999,23.290001,23.730000,17.044708,0
2010-01-01,24.090000,24.680000,23.299999,23.299999,16.822660,0
2010-02-01,23.620001,23.969999,22.770000,23.950001,17.291965,0
2010-03-01,24.129999,25.400000,24.129999,25.219999,18.208910,0
2010-04-01,25.450001,26.370001,25.450001,25.790001,18.683769,0
2010-05-01,26.129999,26.129999,23.100000,23.580000,17.082712,0
2010-06-01,23.219999,24.260000,22.299999,22.299999,16.155403,0
2010-07-01,22.200001,23.940001,22.059999,23.639999,17.177841,0
2010-08-01,24.139999,24.170000,22.530001,22.549999,16.385798,0
2010-09-01,23.219999,24.510000,23.219999,24.340000,17.686491,0
2010-10-01,24.450001,25.190001,24.240000,25.160000,18.331091,0
2010-11-01,25.129999,26.090000,25.129999,25.170000,18.338383,0
2010-12-01,25.700001,27.020000,25.700001,26.980000,19.657106,0
2011-01-01,27.260000,27.770000,27.200001,27.370001,19.984686,0
2011-02-01,28.010000,28.950001,27.930000,28.709999,20.963106,0
2011-03-01,28.260000,28.760000,27.190001,28.480000,20.795176,0
2011-04-01,28.670000,29.209999,28.080000,29.209999,21.396225,0
2011-05-01,29.139999,29.139999,28.080000,28.690001,21.015329,0
2011-06-01,28.010000,28.260000,27.160000,28.260000,20.700350,0
2011-07-01,28.650000,28.920000,27.530001,27.530001,20.211014,0
2011-08-01,27.430000,27.430000,23.590000,25.690001,18.860182,0
2011-09-01,25.360001,25.680000,23.740000,23.850000,17.509354,0
2011-10-01,23.120001,27.180000,23.120001,26.360001,19.405062,0
2011-11-01,25.570000,26.860001,24.440001,26.290001,19.353525,0
2011-12-01,26.209999,26.959999,25.639999,26.740000,19.684805,0
2012-01-01,27.170000,28.260000,27.170000,27.889999,20.614988,0
2012-02-01,28.190001,29.400000,28.150000,29.320000,21.671986,0
2012-03-01,29.500000,30.639999,28.850000,30.330000,22.418530,0
2012-04-01,30.540001,30.540001,29.170000,30.070000,22.292652,0
2012-05-01,30.230000,30.230000,27.900000,28.299999,20.980450,0
2012-06-01,27.490000,29.430000,27.440001,29.430000,21.818182,0
2012-07-01,29.549999,30.000000,28.940001,29.790001,22.148001,0
2012-08-01,29.690001,30.709999,29.459999,30.559999,22.720478,0
2012-09-01,30.540001,32.139999,30.520000,31.430000,23.367296,0
2012-10-01,31.530001,32.220001,31.160000,31.260000,23.304985,0
2012-11-01,31.639999,31.750000,29.969999,31.180000,23.245346,0
2012-12-01,31.040001,31.990000,30.930000,31.580000,23.543549,0
2013-01-01,32.369999,33.439999,32.310001,33.230000,24.861332,0
2013-02-01,33.230000,34.060001,32.950001,33.540001,25.093264,0
2013-03-01,33.619999,34.980000,33.619999,34.950001,26.148170,0
2013-04-01,34.810001,35.849998,34.389999,35.849998,26.919390,0
2013-05-01,35.500000,37.680000,35.500000,36.950001,27.745363,0
2013-06-01,37.169998,37.389999,35.759998,36.529999,27.429989,0
2013-07-01,36.689999,38.500000,36.660000,38.220001,28.766272,0
2013-08-01,38.689999,38.740002,36.799999,36.820000,27.712559,0
2013-09-01,36.959999,38.849998,36.959999,37.810001,28.457689,0
2013-10-01,38.080002,39.919998,37.320000,39.520000,29.815952,0
2013-11-01,39.610001,40.990002,39.389999,40.910000,30.864639,0
2013-12-01,40.810001,41.820000,40.110001,41.820000,31.551193,0
2014-01-01,41.400002,41.709999,40.049999,40.099998,30.350487,0
2014-02-01,39.189999,41.869999,39.189999,41.869999,31.690134,0
2014-03-01,41.500000,42.720001,41.500000,42.720001,32.333485,0
2014-04-01,42.919998,43.060001,41.380001,42.779999,32.469128,0
2014-05-01,42.799999,43.689999,42.480000,43.689999,33.159798,0
2014-06-01,43.770000,44.950001,43.770000,44.700001,33.926365,0
2014-07-01,44.959999,45.250000,43.779999,43.779999,33.323196,0
2014-08-01,43.610001,45.610001,43.279999,45.610001,34.716099,0
2014-09-01,45.500000,45.880001,44.680000,44.680000,34.008228,0
2014-10-01,44.060001,45.759998,42.070000,45.759998,34.929661,0
2014-11-01,45.669998,46.950001,45.529999,46.840000,35.754066,0
2014-12-01,46.580002,47.250000,44.189999,46.110001,35.196835,0
2015-01-01,46.060001,46.060001,44.180000,44.180000,34.593376,0
2015-02-01,44.820000,46.970001,44.820000,46.560001,36.456936,0
2015-03-01,46.860001,46.950001,45.410000,46.000000,36.018448,0
2015-04-01,45.840000,46.689999,45.840000,46.020000,36.131821,0
2015-05-01,46.439999,46.900002,45.919998,46.639999,36.618607,0
2015-06-01,46.689999,46.950001,45.349998,45.459999,35.692150,0
2015-07-01,45.970001,46.810001,45.070000,45.970001,36.197159,0
2015-08-01,45.869999,46.029999,41.049999,43.189999,34.008144,0
2015-09-01,41.900002,43.700001,41.369999,42.150002,33.189251,0
2015-10-01,42.169998,45.709999,42.169998,45.389999,35.829067,0
2015-11-01,45.919998,46.029999,44.400002,45.529999,35.939583,0
2015-12-01,46.009998,46.009998,41.240002,41.869999,33.050522,0
2016-01-01,41.279999,41.459999,37.759998,39.560001,33.207203,0
2016-02-01,39.439999,39.669998,37.150002,39.299999,32.988953,0
2016-03-01,40.279999,41.950001,40.279999,41.860001,35.137848,0
2016-04-01,42.110001,43.220001,41.270000,42.459999,35.745537,0
2016-05-01,42.779999,43.180000,41.820000,43.110001,36.292759,0
2016-06-01,43.209999,43.509998,40.849998,42.759998,35.998112,0
2016-07-01,42.730000,44.090000,42.340000,44.040001,37.208679,0
2016-08-01,43.860001,44.549999,43.490002,44.480000,37.580421,0
2016-09-01,44.380001,44.560001,43.369999,44.000000,37.174881,0
2016-10-01,43.830002,44.080002,43.299999,43.630001,36.997211,0
2016-11-01,43.320000,46.680000,42.900002,46.599998,39.515690,0
2016-12-01,46.709999,48.349998,45.230000,45.230000,38.353973,0
2017-01-01,45.599998,45.860001,45.070000,45.220001,40.321861,0
2017-02-01,45.240002,46.939999,45.189999,46.820000,41.748547,0
2017-03-01,47.549999,47.549999,45.740002,46.139999,41.142204,0
2017-04-01,46.060001,46.529999,45.290001,46.330002,41.403114,0
2017-05-01,46.439999,46.669998,45.619999,46.369999,41.438858,0
2017-06-01,46.830002,47.540001,46.650002,46.849998,41.867813,0
2017-07-01,47.220001,47.709999,46.730000,47.590000,42.671608,0
2017-08-01,47.810001,47.869999,46.650002,47.400002,42.501244,0
2017-09-01,47.540001,49.020000,46.980000,49.020000,43.953815,0
2017-10-01,49.270000,50.310001,49.270000,50.099998,45.060402,0
2017-11-01,50.169998,51.779999,49.849998,51.779999,46.571407,0
2017-12-01,51.770000,52.380001,49.860001,50.259998,45.204304,0
2018-01-01,50.509998,53.910000,50.509998,52.840000,49.667229,0
2018-02-01,52.959999,52.959999,48.209999,50.509998,47.477123,0
2018-03-01,49.880001,51.840000,48.200001,49.279999,46.320984,0
2018-04-01,48.270000,50.139999,48.270000,49.410000,46.577549,0
2018-05-01,49.430000,50.779999,48.730000,49.939999,47.077160,0
2018-06-01,50.419998,51.299999,49.529999,49.770000,46.916912,0
2018-07-01,49.810001,51.959999,49.669998,51.959999,49.129650,0
2018-08-01,51.730000,53.040001,51.520000,52.750000,49.876617,0
2018-09-01,52.660000,53.410000,52.240002,52.240002,49.394402,0
2018-10-01,52.430000,52.540001,47.720001,48.910000,46.474468,0
2018-11-01,49.410000,50.790001,48.520000,50.340000,47.833263,0
2018-12-01,50.740002,50.740002,40.970001,43.599998,41.428886,0
2019-01-01,43.669998,46.730000,42.730000,46.730000,46.730000,0
2019-02-01,46.799999,48.290001,46.720001,48.060001,48.060001,0
2019-03-01,48.410000,48.639999,47.430000,48.639999,48.639999,0
